"SERVICE REQUEST TYPE","SERVICE REQUEST NUMBER","DATE SERVICE REQUEST WAS RECEIVED","LOCATION OF BUILDING ON THE LOT (IF GARAGE, CHANGE TYPE CODE TO BGD).","IS THE BUILDING DANGEROUS OR HAZARDOUS?","IS BUILDING OPEN OR BOARDED?","IF THE BUILDING IS OPEN, WHERE IS THE ENTRY POINT?","IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?","IS THE BUILDING VACANT DUE TO FIRE?","ANY PEOPLE USING PROPERTY? (HOMELESS, CHILDEN, GANGS)","ADDRESS STREET NUMBER","ADDRESS STREET DIRECTION","ADDRESS STREET NAME","ADDRESS STREET SUFFIX","ZIP CODE","X COORDINATE","Y COORDINATE","Ward","Police District","Community Area","LATITUDE","LONGITUDE","Location"
"Vacant/Abandoned Building","18-03134087","11/11/2018","Front",,"Open","FRONT","Vacant","false","false","8057","S","HOUSTON","AVE","60617","1197891.43589735","1852051.78976871","7","4","46","41.74887157883","-87.55041932728","(41.74887157883, -87.55041932728)"
"Vacant/Abandoned Building","18-03131433","11/10/2018","Front",,"Open",,"Vacant","false","true","5231","S","INDIANA","AVE","60615","1178492.72387083","1870205.70009955","3","2","40","41.79915018202","-87.62095158068","(41.799150182016, -87.620951580683)"
"Vacant/Abandoned Building","18-03132093","11/10/2018","Garage",,"Boarded",,"Vacant","false","false","4805","S","LOOMIS","BLVD","60609","1167808.4900298","1872890.87687759","20","9","61","41.80675490824","-87.66005600019","(41.806754908243, -87.660056000194)"
"Vacant/Abandoned Building","18-03129547","11/10/2018","Front",,"Open",,"Vacant","false","false","2339","S","SAWYER","AVE","60623","1155061.60911145","1888270.1765059","12","10","30","41.84922215119","-87.70639607304","(41.849222151186, -87.706396073043)"
"Vacant/Abandoned Building","18-03128689","11/10/2018","Front",,"Boarded",,"Vacant","false","false","3900","W","POLK","ST","60624","1150513.18561846","1896082.37648015","24","11","26","41.87074966936","-87.7228855645","(41.870749669364, -87.722885564495)"
"Vacant/Abandoned Building","18-03131454","11/10/2018","Front",,"Open",,"Vacant","false","true","5237","S","INDIANA","AVE","60615","1178494.92387083","1870142.80009955","3","2","40","41.79897752859","-87.62094542451","(41.798977528589, -87.620945424507)"
"Vacant/Abandoned Building","18-03131533","11/10/2018","Rear",,"Open","SOUTH SIDE OF THE HOUSE","Vacant","false","true","8500","S","RHODES","AVE","60619","1181279.65786619","1848748.27270218","6","6","44","41.74020501474","-87.61139183613","(41.740205014736, -87.611391836129)"
"Vacant/Abandoned Building","18-03120597","11/09/2018","Front",,"Open","FRONT AND REAR DOORS WITH BROKEN WINDOWS","Vacant","true","false","7835","S","SANGAMON","ST","60620","1171333.82488047","1852879.27740889","17","6","71","41.75176422444","-87.6477114424","(41.751764224439, -87.647711442397)"
"Vacant/Abandoned Building","18-03120950","11/09/2018",,,,,,,,"6758","S","CALUMET","AVE","60637","1179648.36597256","1860096.58248116","20","3","69","41.77138343011","-87.6170224515","(41.771383430108, -87.617022451499)"
"Vacant/Abandoned Building","18-03124857","11/09/2018","Front",,"Boarded",,"Vacant","false","false","10822","S","TORRENCE","AVE","60617","1195564.98191767","1833800.79000052","10","4","51","41.6988469707","-87.55954527939","(41.6988469707, -87.559545279394)"
"Vacant/Abandoned Building","18-03123213","11/09/2018","Front",,"Open",,"Vacant","false","false","7935","S","COLES","AVE","60617","1198202.99546725","1852829.11991775","7","4","46","41.75099684274","-87.54925172661","(41.750996842744, -87.549251726608)"
"Vacant/Abandoned Building","18-03126814","11/09/2018","Front",,"Open","REAR","Vacant","false","true","1521","S","KILBOURN","AVE","60623","1146633.75459459","1892186.11238881","24","10","29","41.86013266096","-87.73722776147","(41.860132660961, -87.737227761472)"
"Vacant/Abandoned Building","18-03122457","11/09/2018","Front",,"Open","FRONT","Vacant","false","true","114","W","113TH","PL","60628","1177453.92227733","1829695.28798406","34","5","49","41.68800825645","-87.62598226663","(41.68800825645, -87.62598226663)"
"Vacant/Abandoned Building","18-03123202","11/09/2018","Front",,"Open","FRONT/REAR DOOR, WINDOWS","Vacant","false","false","520","W","81ST","ST","60620","1174150.31018654","1851195.96581566","17","6","44","41.74708295283","-87.63744024935","(41.747082952835, -87.63744024935)"
"Vacant/Abandoned Building","18-03124487","11/09/2018","Rear",,"Boarded",,"Vacant","true","true","5639","S","MAY","ST","60621","1169613.66440263","1867399.16598377","16","7","68","41.79164604756","-87.65359449402","(41.79164604756, -87.653594494023)"
"Vacant/Abandoned Building","18-03116282","11/08/2018","Garage",,"Open","FRONT","Vacant","false","true","424","W","117TH","ST","60628","1175462.88948762","1827324.27463255","34","5","53","41.68154646233","-87.63334176291","(41.681546462326, -87.633341762909)"
"Vacant/Abandoned Building","18-03117762","11/08/2018","Front",,"Open","FRONT","Vacant","false","false","7121","S","PRINCETON","AVE","60621","1175526.09151008","1857740.07203381","6","7","69","41.76501011874","-87.63220361071","(41.765010118736, -87.632203610709)"
"Vacant/Abandoned Building","18-03117672","11/08/2018","Rear",,"Open","IN THE REAR","Vacant","false","false","1511","S","KEELER","AVE","60623","1148631.28801695","1892306.1216233","24","10","29","41.86042368907","-87.72989217396","(41.860423689074, -87.729892173958)"
"Vacant/Abandoned Building","18-03116769","11/08/2018","Rear",,"Open",,"Vacant","false","true","5555","W","CORTEZ","ST","60651","1139043.15530106","1906451.22002765","37","15","25","41.89941921977","-87.76474433874","(41.899419219765, -87.764744338744)"
"Vacant/Abandoned Building","18-03112748","11/08/2018","Rear",,"Open","REAR DOOR","Vacant","false","false","6728","S","ARTESIAN","AVE","60629","1161200.37923278","1859971.94510125","17","8","66","41.77144313615","-87.68464997755","(41.771443136145, -87.684649977552)"
"Vacant/Abandoned Building","18-03115898","11/08/2018","Front",,"Open",,"Vacant","false","true","1022","N","LEAMINGTON","AVE","60651","1141840.32440677","1906317.46760844","37","15","25","41.89900085646","-87.7544735435","(41.899000856459, -87.754473543501)"
"Vacant/Abandoned Building","18-03117676","11/08/2018","Front",,"Open",,"Vacant","true","false","6226","S","JUSTINE","ST","60636","1167071.38943039","1863438.53259113","16","7","67","41.78083236462","-87.66302975893","(41.780832364618, -87.663029758931)"
"Vacant/Abandoned Building","18-03116501","11/08/2018","Rear",,"Open","REAR","Vacant","false","true","9830","S","AVENUE L",,"60617","1201799.559799","1840524.13449175","10","4","52","41.7171404081","-87.53648994876","(41.717140408096, -87.536489948764)"
"Vacant/Abandoned Building","18-03114145","11/08/2018","Front",,"Open",,"Vacant","true","true","311","W","106TH","ST","60628","1176042.74057082","1834637.4714203","34","5","49","41.70160202122","-87.63100092923","(41.701602021221, -87.631000929231)"
"Vacant/Abandoned Building","18-03116618","11/08/2018","Front",,"Open",,"Vacant","false","false","6931","S","MAPLEWOOD","AVE","60629","1160570.0450213","1858605.48002816","17","8","66","41.76770638244","-87.68699822296","(41.767706382439, -87.686998222956)"
"Vacant/Abandoned Building","18-03112430","11/08/2018","Rear",,"Open","SIDE DOOR","Vacant","false","true","1010","W","103RD","ST","60643","1171357.71230091","1836519.21552633","34","22","73","41.70686938033","-87.64810117243","(41.706869380326, -87.64810117243)"
"Vacant/Abandoned Building","18-03112751","11/08/2018","Front",,"Open","FRONT DOOR","Vacant","false","false","12022","S","LAFAYETTE","AVE","60628","1178087.41677794","1825157.61951065","9","5","53","41.67554191582","-87.62379991825","(41.675541915817, -87.623799918245)"
"Vacant/Abandoned Building","18-03112641","11/08/2018","Rear",,"Open","REAR DOOR","Vacant","false","true","3407","N","LOWELL","AVE","60641","1146781.42002966","1922294.49970912","30","17","16","41.94275046192","-87.73591605992","(41.942750461923, -87.735916059917)"
"Vacant/Abandoned Building","18-03118155","11/08/2018","Front",,"Open","ALL AROUND","Vacant","true","false","818","S","KARLOV","AVE","60624","1149178.97238568","1896033.78090437","24","11","26","41.87064224993","-87.72778522206","(41.870642249932, -87.727785222057)"
"Vacant/Abandoned Building","18-03112767","11/08/2018","Front",,"Open","REAR DOOR AND GARAGE DOORS","Vacant","false","true","942","W","71ST","ST","60621","1171151.81143158","1857753.78779908","6","7","68","41.76514448121","-87.6482361811","(41.765144481212, -87.648236181095)"
"Vacant/Abandoned Building","18-03117722","11/08/2018","Front",,"Open",,"Vacant","false","true","5701","W","SEMINOLE","ST","60646","1137199.47938244","1937537.48562506","45","16","11","41.98475648786","-87.77076689812","(41.984756487862, -87.770766898117)"
"Vacant/Abandoned Building","18-03118515","11/08/2018","Front",,"Open",,"Vacant","true","true","657","W","117TH","PL","60628","1173939.83307755","1827035.39896779","34","5","53","41.68078756348","-87.63892549014","(41.680787563485, -87.638925490135)"
"Vacant/Abandoned Building","18-03118323","11/08/2018",,,,,,,,"3963","N","MERRIMAC","AVE","60634","1133919.74980325","1925739.22463086","38","16","17","41.95243940029","-87.78310826889","(41.95243940029, -87.783108268887)"
"Vacant/Abandoned Building","18-03117670","11/08/2018","Rear",,"Open","IN THE REAR","Vacant","false","false","1546","S","KEELER","AVE","60623","1148638.48801695","1892070.8216233","24","10","29","41.85977785809","-87.72987181521","(41.859777858086, -87.729871815206)"
"Vacant/Abandoned Building","18-03118882","11/08/2018","Rear",,"Open",,"Vacant","false","false","3222","W","WASHINGTON","BLVD","60624","1154876.00330443","1900500.84696908","28","11","27","41.88278815114","-87.70674963901","(41.882788151143, -87.706749639005)"
"Vacant/Abandoned Building","18-03114969","11/08/2018","Front",,"Open","FRONT DOOR OPEN","Vacant","false","true","11531","S","THROOP","ST","60643","1169732.28182213","1828299.84252159","34","5","53","41.68434943585","-87.65429076713","(41.684349435845, -87.654290767134)"
"Vacant/Abandoned Building","18-03118801","11/08/2018","Front",,"Boarded",,"Vacant","false","false","1406","N","AVERS","AVE","60651","1150453.73979528","1909080.96360619","26","25","23","41.90642032645","-87.72276424601","(41.906420326447, -87.722764246015)"
"Vacant/Abandoned Building","18-03118994","11/08/2018","Front",,"Boarded",,"Vacant","false","true","3220","W","WASHINGTON","BLVD","60624","1154890.40330443","1900501.14696908","28","11","27","41.88278868585","-87.70669675342","(41.882788685852, -87.706696753415)"
"Vacant/Abandoned Building","18-03119011","11/08/2018","Front",,"Boarded",,"Vacant","false","true","3329","W","WASHINGTON","BLVD","60624","1154142.00308932","1900485.01567747","28","11","27","41.88275938276","-87.70944534947","(41.882759382764, -87.709445349473)"
"Vacant/Abandoned Building","18-03105174","11/07/2018","Front",,"Open","FRONT DOOR","Vacant","false","true","7100","S","DOBSON","AVE","60619","1184446.95982832","1858122.75369534","5","3","69","41.76585604081","-87.5994943925","(41.765856040814, -87.599494392496)"
"Vacant/Abandoned Building","18-03106472","11/07/2018","Garage",,"Open","GARAGE DOOR NEVER DOWN","Occupied","false","false","8124","S","COLES","AVE","60617","1198231.71928138","1851695.15553017","7","4","46","41.74788444569","-87.54918434116","(41.747884445693, -87.549184341156)"
"Vacant/Abandoned Building","18-03110059","11/07/2018","Front",,"Open",,"Vacant","false","true","4501","N","WINCHESTER","AVE","60640","1162605.15027711","1929908.75720132","47","19","4","41.96332701679","-87.67754208896","(41.963327016795, -87.677542088965)"
"Vacant/Abandoned Building","18-03110166","11/07/2018","Front",,"Open","FRONT AND REAR","Vacant","false","true","2701","N","CENTRAL","AVE","60639","1138579.06747854","1917404.3072087","30","25","19","41.92948417495","-87.76618291661","(41.929484174953, -87.766182916612)"
"Vacant/Abandoned Building","18-03109865","11/07/2018","Front",,"Open","FRONT WINDOW","Vacant","false","true","1939","W","71ST","ST","60636","1164548.22397455","1857583.46016883","17","7","67","41.76481886045","-87.67244514972","(41.764818860453, -87.672445149719)"
"Vacant/Abandoned Building","18-03109918","11/07/2018",,,,,,,,"6551","S","PAULINA","ST","60636","1166124.35868512","1861255.77098048","15","7","67","41.77486279149","-87.6665638108","(41.774862791494, -87.666563810803)"
"Vacant/Abandoned Building","18-03111849","11/07/2018","Front",,"Open","FRONT GATE","Vacant","false","false","8500","S","SOUTH CHICAGO","AVE","60617","1192394.82217419","1849047.70982805","8","4","45","41.74076360213","-87.57065813417","(41.740763602132, -87.570658134165)"
"Vacant/Abandoned Building","18-03104507","11/07/2018","Rear",,"Open","REAR","Vacant","false","false","5900","S","WESTERN","AVE","60636","1161382.3725144","1865470.70483295","16","8","66","41.78652872112","-87.68383060501","(41.786528721121, -87.68383060501)"
"Vacant/Abandoned Building","18-03108710","11/07/2018","Garage",,"Open",,"Vacant","false","true","6146","S","HONORE","ST","60636","1165072.52927351","1863915.69783224","15","7","67","41.78218429155","-87.67034449512","(41.782184291552, -87.670344495124)"
"Vacant/Abandoned Building","18-03107881","11/07/2018","Front",,"Boarded","OPE","Vacant","false","false","1336","W","56TH","ST","60636","1168262.59012252","1867624.49949434","16","7","67","41.79229359614","-87.65854214049","(41.792293596136, -87.658542140489)"
"Vacant/Abandoned Building","18-03110440","11/07/2018","Front",,"Open","DOORS","Vacant","false","true","7222","S","VERNON","AVE","60619","1180496.82846621","1857230.87398026","6","3","69","41.76350019686","-87.61400016129","(41.763500196856, -87.614000161291)"
"Vacant/Abandoned Building","18-03107398","11/07/2018","Front",,"Open",,"Vacant","false","false","7121","S","PERRY","AVE","60621","1176631.94961366","1857715.62390512","6","7","69","41.76491822315","-87.62815107586","(41.764918223148, -87.628151075856)"
"Vacant/Abandoned Building","18-03108065","11/07/2018",,,,,,,,"3258","N","NEENAH","AVE","60634","1132149.81572396","1920950.65296802","36","16","17","41.93933002788","-87.78972636494","(41.939330027876, -87.789726364939)"
"Vacant/Abandoned Building","18-03100448","11/06/2018","Garage",,"Open","GARAGE","Vacant","false","true","5354","N","CENTRAL","AVE","60630","1137851.26412509","1935290.84791656","45","16","11","41.97857975387","-87.76842416449","(41.978579753866, -87.768424164493)"
"Vacant/Abandoned Building","18-03097024","11/06/2018",,,,,,,,"7121","S","VINCENNES","AVE","60621","1176617.64961366","1857693.22390512","6","7","69","41.76485707672","-87.62820416219","(41.764857076718, -87.628204162188)"
"Vacant/Abandoned Building","18-03101194","11/06/2018","Front",,"Open","ALL AROUND","Occupied","false","true","7152","S","WOOD","ST","60636","1165586.83272798","1857256.67569537","17","7","67","41.76390015821","-87.66864760203","(41.763900158208, -87.668647602034)"
"Vacant/Abandoned Building","18-03100838","11/06/2018","Front",,"Open","FRONT DOOR","Vacant","false","true","632","S","KEDVALE","AVE","60624","1148825.63879947","1896700.3353217","24","11","26","41.87247818581","-87.72906521383","(41.872478185807, -87.729065213829)"
"Vacant/Abandoned Building","18-03102740","11/06/2018","Rear",,"Open","REAR","Vacant","false","true","2858","N","DRAKE","AVE","60618","1152264.32158956","1918906.78166601","35","14","21","41.93334767028","-87.71585333969","(41.93334767028, -87.715853339686)"
"Vacant/Abandoned Building","18-03098978","11/06/2018",,,,,,,,"11402","S","INDIANA","AVE","60628","1179607.6689022","1829360.39543185","9","5","49","41.68704046305","-87.61810781625","(41.687040463054, -87.618107816249)"
"Vacant/Abandoned Building","18-03097082","11/06/2018","Front",,"Open",,"Vacant","false","false","6222","S","ARTESIAN","AVE","60629","1161106.71946913","1863330.52740174","16","8","66","41.78066149295","-87.6849004739","(41.780661492947, -87.684900473903)"
"Vacant/Abandoned Building","18-03097818","11/06/2018","Rear",,"Open","REAR","Vacant","false","true","1251","S","KILDARE","AVE","60623","1147915.81431787","1894014.83532629","24","10","29","41.86512637887","-87.73247462888","(41.865126378866, -87.732474628877)"
"Vacant/Abandoned Building","18-03101463","11/06/2018","Rear",,"Open","REAR","Vacant","false","true","132","W","118TH","ST","60628","1177370.27579803","1826704.87020295","34","5","53","41.67980398432","-87.62637832257","(41.679803984321, -87.626378322569)"
"Vacant/Abandoned Building","18-03097074","11/06/2018","Front",,"Open",,"Vacant","false","false","6200","S","WOOD","ST","60636","1165412.08537639","1863570.24038502","15","7","67","41.7812291209","-87.66910937113","(41.781229120898, -87.669109371129)"
"Vacant/Abandoned Building","18-03099127","11/06/2018","Rear",,"Open",,"Vacant","true","true","5951","S","ELIZABETH","ST","60636","1169007.56422049","1865311.80888775","16","7","67","41.78593122355","-87.65587725707","(41.785931223549, -87.655877257073)"
